scenario_id,transformer_kva,base_load_kw,feeder_length_km,cable_type,r1,x1,r0,x0,phase_balance_class,num_chargers_installed,num_chargers_active,charger_power_kw,total_active_power_kw,total_reactive_power_kvar,total_losses_kw,transformer_loading_pct,parkingbus_voltage_kv,min_bus_voltage_pu,overload_flag,undervoltage_flag,compatibility_class,recommended_max_active_chargers,recommended_max_power_per_charger_kw,charger_total_kw,load_ratio
case_017369,100,250,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,39,22.0,548.7,311.692,201.166,548.7,0.098767,0.427672,1,1,not_compatible,0,0.0,858.0,5.487
case_017370,160,250,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,20,18,7.4,335.518,137.24,45.29,209.699,0.184228,0.797729,1,1,not_compatible,0,0.0,133.20000000000002,2.0969875
case_017371,500,20,0.5,A_strong,0.1,0.05,0.2,0.1,balanced,30,24,50.0,832.972,305.093,252.334,166.594,0.154269,0.668003,1,1,not_compatible,0,3.7,1200.0,1.6659439999999999
case_017372,160,120,0.05,A_strong,0.1,0.05,0.2,0.1,balanced,40,27,11.0,422.988,152.053,11.368,264.368,0.217413,0.941426,1,1,not_compatible,0,0.0,297.0,2.643675
case_017373,250,180,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,40,27,11.0,353.556,133.009,91.486,141.422,0.165141,0.715081,1,1,not_compatible,0,0.0,297.0,1.414224
case_017374,100,20,1.0,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,38,50.0,288.851,129.162,224.902,288.851,0.021761,0.094226,1,1,not_compatible,0,0.0,1900.0,2.88851
case_017375,100,120,1.0,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,10,7.4,129.662,46.729,43.016,129.662,0.135197,0.585421,1,1,not_compatible,0,0.0,74.0,1.29662
case_017376,400,20,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,10,7,50.0,229.405,69.642,80.447,57.351,0.116668,0.505186,0,1,not_compatible,0,0.0,350.0,0.5735125
case_017377,250,120,1.0,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,40,36,7.4,294.634,105.708,68.568,117.854,0.14869,0.643845,1,1,not_compatible,0,0.0,266.40000000000003,1.178536
case_017378,100,50,1.0,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,10,8,7.4,95.264,31.757,15.402,95.264,0.171451,0.742403,0,1,not_compatible,0,0.0,59.2,0.9526399999999999
case_017379,400,20,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,30,28,22.0,452.339,135.573,122.359,113.085,0.132913,0.575528,1,1,not_compatible,0,0.0,616.0,1.1308475
case_017380,500,250,0.5,A_strong,0.1,0.05,0.2,0.1,balanced,20,19,11.0,412.493,140.26,60.909,82.499,0.191184,0.827853,0,1,not_compatible,0,0.0,209.0,0.824986
case_017381,400,180,0.5,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,20,20,50.0,751.933,298.917,229.981,187.983,0.122268,0.529438,1,1,not_compatible,0,0.0,1000.0,1.8798325
case_017382,160,80,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,40,24,50.0,692.774,322.856,270.31,432.984,0.130425,0.564755,1,1,not_compatible,0,0.0,1200.0,4.3298375
case_017383,500,120,0.5,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,40,39,22.0,672.152,242.916,185.334,134.43,0.130657,0.565762,1,1,not_compatible,0,0.0,858.0,1.3443040000000002
case_017384,500,80,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,40,27,7.4,270.712,78.374,27.452,54.142,0.195424,0.84621,0,1,not_compatible,1,0.0,199.8,0.541424
case_017385,400,250,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,30,22,50.0,633.04,270.782,301.329,158.26,0.109353,0.473512,1,1,not_compatible,0,0.0,1100.0,1.5826
case_017386,100,20,0.5,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,20,15,50.0,332.708,143.108,157.168,332.708,0.076117,0.329597,1,1,not_compatible,0,0.0,750.0,3.3270800000000005
case_017387,250,180,1.0,B_medium,0.2,0.08,0.4,0.16,balanced,30,30,50.0,461.818,197.336,319.404,184.727,0.066994,0.290095,1,1,not_compatible,0,0.0,1500.0,1.847272
case_017388,500,250,0.05,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,20,17,11.0,446.664,143.127,9.664,89.333,0.220352,0.954154,0,0,conditional,12,7.4,187.0,0.893328
case_017389,160,180,0.2,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,10,8,22.0,339.125,132.649,23.797,211.953,0.19703,0.853165,1,1,not_compatible,0,0.0,176.0,2.11953125
case_017390,250,180,1.0,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,28,11.0,271.136,98.509,109.941,108.454,0.104159,0.451023,1,1,not_compatible,0,0.0,308.0,1.0845440000000002
case_017391,400,180,0.05,C_weak,0.35,0.12,0.7,0.24,balanced,20,16,50.0,896.976,302.126,107.482,224.244,0.193902,0.839619,1,1,not_compatible,0,3.7,800.0,2.24244
case_017392,100,250,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,40,26,50.0,657.05,414.554,288.508,657.05,0.109955,0.47612,1,1,not_compatible,0,0.0,1300.0,6.570499999999999
case_017393,400,50,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,40,40,22.0,535.119,183.681,209.266,133.78,0.111592,0.483208,1,1,not_compatible,0,0.0,880.0,1.3377975
case_017394,500,250,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,40,33,7.4,489.679,159.935,36.646,97.936,0.204573,0.885828,0,1,not_compatible,0,0.0,244.20000000000002,0.979358
case_017395,100,120,0.05,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,30,25,11.0,358.655,155.006,26.145,358.655,0.190582,0.825246,1,1,not_compatible,0,0.0,275.0,3.58655
case_017396,500,250,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,20,20,22.0,654.009,216.783,66.178,130.802,0.194627,0.842761,1,1,not_compatible,0,0.0,440.0,1.3080180000000001
case_017397,500,120,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,14,11.0,281.326,81.199,7.326,56.265,0.219839,0.95193,0,0,compatible,15,11.0,154.0,0.562652
case_017398,100,180,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,40,38,50.0,600.997,394.358,348.306,600.997,0.057406,0.248574,1,1,not_compatible,0,0.0,1900.0,6.009969999999999
case_017399,160,120,1.0,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,10,7,11.0,176.177,63.924,24.674,110.11,0.180603,0.782032,1,1,not_compatible,0,0.0,77.0,1.10110625
case_017400,100,250,0.05,B_medium,0.2,0.08,0.4,0.16,balanced,10,8,22.0,394.598,184.782,19.566,394.598,0.205031,0.88781,1,1,not_compatible,0,0.0,176.0,3.94598
case_017401,500,180,0.5,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,40,32,7.4,373.656,122.741,54.562,74.731,0.178766,0.774078,0,1,not_compatible,0,0.0,236.8,0.747312
case_017402,100,50,1.0,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,6,22.0,118.508,39.195,38.267,118.508,0.121487,0.526052,1,1,not_compatible,0,0.0,132.0,1.18508
case_017403,500,180,0.5,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,10,7,22.0,274.911,89.734,57.608,54.982,0.160511,0.695034,0,1,not_compatible,0,0.0,154.0,0.549822
case_017404,500,80,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,35,7.4,347.002,94.601,11.682,69.4,0.216523,0.937572,0,1,conditional,25,3.7,259.0,0.6940040000000001
case_017405,500,120,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,40,38,11.0,296.691,97.845,125.694,59.338,0.106229,0.459984,0,1,not_compatible,0,0.0,418.0,0.593382
case_017406,250,120,1.0,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,40,36,11.0,219.415,72.681,119.058,87.766,0.081755,0.354008,0,1,not_compatible,0,0.0,396.0,0.87766
case_017407,400,180,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,40,37,22.0,863.073,313.587,122.622,215.768,0.176375,0.763725,1,1,not_compatible,0,0.0,814.0,2.1576825
case_017408,400,250,0.05,A_strong,0.1,0.05,0.2,0.1,balanced,30,22,50.0,1286.851,493.557,78.636,321.713,0.205604,0.89029,1,1,not_compatible,1,0.0,1100.0,3.2171275
case_017409,100,250,0.05,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,30,26,50.0,820.025,637.743,169.468,820.025,0.122644,0.531065,1,1,not_compatible,0,0.0,1300.0,8.20025
case_017410,250,250,1.0,C_weak,0.35,0.12,0.7,0.24,balanced,20,17,11.0,206.553,71.303,105.255,82.621,0.109377,0.473615,0,1,not_compatible,0,0.0,187.0,0.826212
case_017411,400,250,0.5,A_strong,0.1,0.05,0.2,0.1,balanced,40,31,50.0,1002.367,443.646,387.925,250.592,0.129165,0.559302,1,1,not_compatible,0,0.0,1550.0,2.5059175
case_017412,250,50,0.2,B_medium,0.2,0.08,0.4,0.16,balanced,20,10,7.4,128.779,36.145,4.814,51.511,0.219172,0.949044,0,1,conditional,12,3.7,74.0,0.515116
case_017413,500,180,0.5,A_strong,0.1,0.05,0.2,0.1,balanced,40,34,11.0,480.536,157.563,82.035,96.107,0.185527,0.803355,0,1,not_compatible,0,0.0,374.0,0.961072
case_017414,400,180,0.2,B_medium,0.2,0.08,0.4,0.16,balanced,30,23,22.0,593.09,193.962,101.429,148.272,0.185535,0.803388,1,1,not_compatible,0,0.0,506.0,1.482725
case_017415,160,180,0.05,B_medium,0.2,0.08,0.4,0.16,balanced,20,11,22.0,418.45,158.079,17.616,261.531,0.212724,0.921122,1,1,not_compatible,0,0.0,242.0,2.6153125
case_017416,400,250,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,30,23,7.4,279.786,92.723,96.791,69.946,0.136522,0.591158,0,1,not_compatible,0,0.0,170.20000000000002,0.699465
case_017417,100,80,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,20,18,22.0,255.1,105.692,102.125,255.1,0.103083,0.446362,1,1,not_compatible,0,0.0,396.0,2.551
case_017418,250,250,1.0,C_weak,0.35,0.12,0.7,0.24,balanced,20,15,22.0,234.007,81.227,135.218,93.603,0.095089,0.411746,0,1,not_compatible,0,0.0,330.0,0.936028
case_017419,500,50,0.5,B_medium,0.2,0.08,0.4,0.16,balanced,10,6,11.0,117.112,32.564,9.354,23.422,0.211372,0.915267,0,1,conditional,0,0.0,66.0,0.234224
case_017420,160,250,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,40,32,11.0,330.481,126.856,140.243,206.55,0.126947,0.549696,1,1,not_compatible,0,0.0,352.0,2.06550625
case_017421,250,120,0.05,B_medium,0.2,0.08,0.4,0.16,balanced,10,5,7.4,159.217,52.174,2.218,63.687,0.2256,0.976875,0,0,compatible,10,11.0,37.0,0.6368680000000001
case_017422,100,80,1.0,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,40,24,7.4,214.347,82.057,36.463,214.347,0.170823,0.739684,1,1,not_compatible,0,0.0,177.60000000000002,2.14347
case_017423,160,120,0.05,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,10,7,11.0,199.641,67.416,2.641,124.775,0.222561,0.963717,1,0,not_compatible,0,0.0,77.0,1.24775625
case_017424,160,180,0.2,A_strong,0.1,0.05,0.2,0.1,balanced,40,40,11.0,553.712,232.325,54.135,346.07,0.196289,0.849958,1,1,not_compatible,0,0.0,440.0,3.4607
case_017425,500,180,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,37,11.0,585.522,180.438,32.462,117.104,0.207102,0.896779,1,1,not_compatible,11,3.7,407.0,1.1710440000000002
case_017426,100,50,0.5,A_strong,0.1,0.05,0.2,0.1,balanced,30,22,11.0,265.937,98.104,28.398,265.937,0.195727,0.847525,1,1,not_compatible,2,0.0,242.0,2.65937
case_017427,500,250,0.5,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,7,7.4,227.23,76.749,63.949,45.446,0.154584,0.669369,0,1,not_compatible,0,0.0,51.800000000000004,0.45446
case_017428,100,120,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,40,27,22.0,342.225,149.317,158.096,342.225,0.116695,0.505303,1,1,not_compatible,0,0.0,594.0,3.42225
case_017429,250,180,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,40,34,22.0,518.275,221.705,203.816,207.31,0.129232,0.559592,1,1,not_compatible,0,0.0,748.0,2.0730999999999997
case_017430,160,80,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,20,14,50.0,484.465,198.038,146.781,302.79,0.118924,0.514957,1,1,not_compatible,0,0.0,700.0,3.02790625
case_017431,160,20,1.0,B_medium,0.2,0.08,0.4,0.16,balanced,20,20,50.0,382.577,163.106,220.754,239.111,0.088544,0.383405,1,1,not_compatible,0,0.0,1000.0,2.39110625
case_017432,100,20,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,30,29,7.4,205.198,69.435,28.673,205.198,0.174128,0.753995,1,1,not_compatible,2,0.0,214.60000000000002,2.05198
case_017433,250,180,0.2,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,40,31,7.4,399.762,139.98,28.226,159.905,0.200881,0.869839,1,1,not_compatible,1,0.0,229.4,1.599048
case_017434,100,250,0.2,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,10,9,22.0,388.195,189.977,33.55,388.195,0.185115,0.80157,1,1,not_compatible,0,0.0,198.0,3.88195
case_017435,500,180,1.0,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,10,8,50.0,372.283,135.964,115.209,74.457,0.119854,0.518985,0,1,not_compatible,0,0.0,400.0,0.7445660000000001
case_017436,100,250,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,30,50.0,652.602,423.198,300.483,652.602,0.072747,0.315003,1,1,not_compatible,0,0.0,1500.0,6.52602
case_017437,160,120,0.05,B_medium,0.2,0.08,0.4,0.16,balanced,20,16,11.0,304.063,103.348,9.057,190.039,0.21786,0.943361,1,1,not_compatible,0,0.0,176.0,1.9003937499999999
case_017438,250,250,0.2,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,40,33,11.0,466.522,168.025,114.545,186.609,0.154288,0.668087,1,1,not_compatible,0,0.0,363.0,1.866088
case_017439,250,120,0.2,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,34,7.4,343.967,113.0,40.268,137.587,0.185834,0.804687,1,1,not_compatible,0,0.0,251.60000000000002,1.3758679999999999
case_017440,400,80,1.0,C_weak,0.35,0.12,0.7,0.24,balanced,30,28,11.0,198.279,60.287,94.42,49.57,0.115415,0.499761,0,1,not_compatible,0,0.0,308.0,0.4956975
case_017441,160,20,0.5,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,7,22.0,135.236,39.73,30.673,84.523,0.148201,0.641728,0,1,not_compatible,0,0.0,154.0,0.8452249999999999
case_017442,500,250,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,30,20,7.4,317.815,113.97,72.202,63.563,0.173541,0.751454,0,1,not_compatible,0,0.0,148.0,0.63563
case_017443,160,20,0.2,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,20,10,11.0,127.765,34.769,10.304,79.853,0.199848,0.865367,0,1,not_compatible,1,0.0,110.0,0.79853125
case_017444,100,120,0.2,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,20,18,22.0,407.129,188.053,63.567,407.129,0.163334,0.707256,1,1,not_compatible,0,0.0,396.0,4.07129
case_017445,250,120,1.0,C_weak,0.35,0.12,0.7,0.24,balanced,40,30,7.4,184.992,59.493,83.216,73.997,0.124579,0.539445,0,1,not_compatible,0,0.0,222.0,0.739968
case_017446,250,180,0.05,C_weak,0.35,0.12,0.7,0.24,balanced,40,21,7.4,342.682,113.939,16.354,137.073,0.216149,0.935955,1,1,not_compatible,1,0.0,155.4,1.3707280000000002
case_017447,160,120,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,20,17,7.4,224.936,76.767,28.757,140.585,0.184339,0.798209,1,1,not_compatible,0,0.0,125.80000000000001,1.40585
case_017448,100,250,0.05,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,40,38,11.0,534.372,286.766,57.624,534.372,0.174579,0.75595,1,1,not_compatible,0,0.0,418.0,5.343719999999999
case_017449,250,80,0.5,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,40,36,22.0,593.732,241.063,153.988,237.493,0.131601,0.569849,1,1,not_compatible,0,0.0,792.0,2.3749279999999997
case_017450,100,250,0.5,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,10,9,7.4,275.58,125.264,32.906,275.58,0.186486,0.807508,1,1,not_compatible,0,0.0,66.60000000000001,2.7558
case_017451,500,250,1.0,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,10,8,11.0,229.204,80.877,75.738,45.841,0.135661,0.587428,0,1,not_compatible,0,0.0,88.0,0.45840800000000004
case_017452,100,250,1.0,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,20,18,7.4,185.965,73.922,89.68,185.965,0.102412,0.443455,1,1,not_compatible,0,0.0,133.20000000000002,1.85965
case_017453,500,120,1.0,B_medium,0.2,0.08,0.4,0.16,balanced,30,22,7.4,208.637,65.788,60.25,41.727,0.158768,0.687485,0,1,not_compatible,0,0.0,162.8,0.417274
case_017454,400,120,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,20,20,7.4,208.757,63.446,53.58,52.189,0.156576,0.677995,0,1,not_compatible,0,0.0,148.0,0.5218925
case_017455,160,180,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,20,14,22.0,296.963,108.691,112.046,185.602,0.136431,0.590762,1,1,not_compatible,0,0.0,308.0,1.85601875
case_017456,100,120,0.05,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,30,29,7.4,323.83,131.691,13.323,323.83,0.205442,0.889589,1,1,not_compatible,0,0.0,214.60000000000002,3.2382999999999997
case_017457,160,250,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,40,24,50.0,763.577,431.289,265.587,477.235,0.112678,0.487911,1,1,not_compatible,0,0.0,1200.0,4.77235625
case_017458,250,250,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,20,20,22.0,537.04,214.298,113.07,214.816,0.16039,0.694507,1,1,not_compatible,0,0.0,440.0,2.14816
case_017459,400,120,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,30,29,7.4,314.188,98.15,36.917,78.547,0.19051,0.824931,0,1,not_compatible,0,0.0,214.60000000000002,0.78547
case_017460,100,80,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,20,11,22.0,302.718,120.3,19.675,302.718,0.196786,0.85211,1,1,not_compatible,0,0.0,242.0,3.02718
case_017461,500,120,0.2,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,10,7,11.0,202.72,61.966,6.88,40.544,0.217603,0.94225,0,1,conditional,5,7.4,77.0,0.40544
case_017462,100,120,0.2,A_strong,0.1,0.05,0.2,0.1,balanced,40,34,22.0,634.046,369.427,88.97,634.046,0.173064,0.749389,1,1,not_compatible,0,0.0,748.0,6.34046
case_017463,160,80,1.0,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,30,20,7.4,170.34,57.409,43.989,106.463,0.145055,0.628107,1,1,not_compatible,0,0.0,148.0,1.064625
case_017464,250,80,0.5,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,5,7.4,109.115,34.471,14.925,43.646,0.189841,0.822035,0,1,not_compatible,0,0.0,37.0,0.43645999999999996
case_017465,500,120,0.5,A_strong,0.1,0.05,0.2,0.1,balanced,40,22,7.4,275.737,83.434,26.639,55.147,0.204616,0.886013,0,1,not_compatible,0,0.0,162.8,0.551474
case_017466,160,180,0.2,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,7,7.4,216.678,79.212,24.936,135.424,0.195625,0.847082,1,1,not_compatible,0,0.0,51.800000000000004,1.3542375
case_017467,100,80,0.5,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,20,16,7.4,187.887,68.525,15.999,187.887,0.194244,0.841103,1,1,not_compatible,0,0.0,118.4,1.87887
case_017468,250,250,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,10,8,50.0,515.391,203.409,103.744,206.156,0.163603,0.708423,1,1,not_compatible,0,0.0,400.0,2.0615639999999997
case_017469,100,20,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,40,22,50.0,489.825,264.966,214.273,489.825,0.084432,0.365603,1,1,not_compatible,0,0.0,1100.0,4.89825
case_017470,250,20,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,20,10,22.0,215.3,63.06,32.692,86.12,0.185155,0.801747,0,1,not_compatible,0,0.0,220.0,0.8612000000000001
case_017471,160,250,0.05,B_medium,0.2,0.08,0.4,0.16,balanced,30,20,50.0,975.22,540.222,109.098,609.513,0.182107,0.788545,1,1,not_compatible,0,0.0,1000.0,6.095125
case_017472,400,250,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,30,17,50.0,403.255,151.804,236.721,100.814,0.068174,0.295203,1,1,not_compatible,0,0.0,850.0,1.0081375
case_017473,250,250,0.05,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,30,15,50.0,913.033,400.749,55.118,365.213,0.192616,0.834052,1,1,not_compatible,0,0.0,750.0,3.652132
case_017474,250,120,0.05,B_medium,0.2,0.08,0.4,0.16,balanced,10,8,50.0,523.829,173.089,24.407,209.532,0.213092,0.922717,1,1,not_compatible,1,7.4,400.0,2.095316
case_017475,400,180,1.0,B_medium,0.2,0.08,0.4,0.16,balanced,40,37,22.0,398.043,146.651,226.818,99.511,0.092812,0.401888,0,1,not_compatible,0,0.0,814.0,0.9951075
case_017476,160,120,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,10,10,7.4,190.431,66.724,14.401,119.019,0.203005,0.879039,1,1,not_compatible,0,0.0,74.0,1.1901937500000002
case_017477,160,120,0.05,C_weak,0.35,0.12,0.7,0.24,balanced,20,14,22.0,416.084,149.215,26.409,260.053,0.208082,0.90102,1,1,not_compatible,0,0.0,308.0,2.600525
case_017478,160,250,1.0,C_weak,0.35,0.12,0.7,0.24,balanced,40,36,11.0,239.801,89.356,144.915,149.876,0.088287,0.382293,1,1,not_compatible,0,0.0,396.0,1.49875625
case_017479,160,250,0.05,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,10,9,11.0,350.099,138.472,12.646,218.812,0.213031,0.922452,1,1,not_compatible,0,0.0,99.0,2.18811875
case_017480,400,120,1.0,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,34,11.0,274.835,92.102,111.647,68.709,0.102064,0.441949,0,1,not_compatible,0,0.0,374.0,0.6870875
case_017481,100,50,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,40,29,7.4,238.711,82.302,30.489,238.711,0.194196,0.840894,1,1,not_compatible,3,0.0,214.60000000000002,2.3871100000000003
case_017482,160,250,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,20,18,50.0,819.396,447.259,141.164,512.122,0.150849,0.653194,1,1,not_compatible,0,0.0,900.0,5.121225
case_017483,400,20,0.05,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,30,27,11.0,325.465,82.981,9.915,81.366,0.217599,0.942233,0,1,conditional,24,7.4,297.0,0.8136625
case_017484,160,120,0.5,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,6,11.0,155.36,52.974,31.357,97.1,0.167403,0.724877,0,1,not_compatible,0,0.0,66.0,0.9710000000000001
case_017485,500,120,0.05,C_weak,0.35,0.12,0.7,0.24,balanced,40,36,22.0,859.332,262.705,94.82,171.866,0.201111,0.870836,1,1,not_compatible,9,3.7,792.0,1.718664
case_017486,500,80,1.0,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,39,22.0,264.635,85.409,173.397,52.927,0.044071,0.190832,0,1,not_compatible,0,0.0,858.0,0.52927
case_017487,100,250,0.05,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,20,10,50.0,594.669,354.696,37.811,594.669,0.175775,0.761128,1,1,not_compatible,0,0.0,500.0,5.94669
case_017488,160,180,1.0,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,30,29,50.0,579.595,318.059,296.188,362.247,0.063836,0.276419,1,1,not_compatible,0,0.0,1450.0,3.6224687500000003
case_017489,250,50,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,10,9,50.0,367.495,130.022,97.426,146.998,0.163653,0.708638,1,1,not_compatible,0,0.0,450.0,1.46998
case_017490,250,180,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,20,20,22.0,416.635,163.75,128.625,166.654,0.150665,0.652399,1,1,not_compatible,0,0.0,440.0,1.66654
case_017491,500,120,0.05,A_strong,0.1,0.05,0.2,0.1,balanced,20,20,22.0,574.046,162.973,14.046,114.809,0.22191,0.960899,1,0,not_compatible,12,11.0,440.0,1.1480920000000001
case_017492,250,120,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,40,35,11.0,366.18,126.129,100.007,146.472,0.143592,0.62177,1,1,not_compatible,0,0.0,385.0,1.46472
case_017493,400,50,1.0,C_weak,0.35,0.12,0.7,0.24,balanced,30,16,50.0,271.957,88.989,180.064,67.989,0.069554,0.301178,0,1,not_compatible,0,0.0,800.0,0.6798925
case_017494,400,20,1.0,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,40,22,7.4,169.293,46.359,22.377,42.323,0.183011,0.79246,0,1,not_compatible,1,0.0,162.8,0.4232325
case_017495,100,250,0.5,B_medium,0.2,0.08,0.4,0.16,balanced,40,29,22.0,459.724,242.376,179.732,459.724,0.126296,0.546877,1,1,not_compatible,0,0.0,638.0,4.59724
case_017496,250,80,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,20,14,11.0,184.994,56.173,44.051,73.998,0.153898,0.666398,0,1,not_compatible,0,0.0,154.0,0.739976
case_017497,500,180,0.5,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,10,9,7.4,242.083,81.046,21.685,48.417,0.201608,0.872986,0,1,not_compatible,0,0.0,66.60000000000001,0.484166
case_017498,160,180,0.05,B_medium,0.2,0.08,0.4,0.16,balanced,20,17,11.0,369.355,136.807,13.605,230.847,0.215268,0.932136,1,1,not_compatible,0,0.0,187.0,2.3084687500000003
case_017499,500,180,0.05,A_strong,0.1,0.05,0.2,0.1,balanced,40,33,7.4,432.178,128.187,7.978,86.436,0.224321,0.97134,0,0,conditional,28,3.7,244.20000000000002,0.864356
case_017500,500,20,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,20,14,50.0,471.211,162.623,157.946,94.242,0.144046,0.623739,0,1,not_compatible,0,0.0,700.0,0.942422
case_017501,500,20,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,20,14,7.4,121.585,30.702,11.834,24.317,0.19596,0.848531,0,1,not_compatible,1,0.0,103.60000000000001,0.24317
case_017502,160,120,1.0,B_medium,0.2,0.08,0.4,0.16,balanced,30,26,7.4,216.073,76.877,67.103,135.046,0.153275,0.6637,1,1,not_compatible,0,0.0,192.4,1.3504562500000001
