name_ar,name_en,caza_ar,is_municipality,source,added_at
رملية,Ramlieh,عاليه,no,Towns.xlsx,2026-05-31
كفرحي الشوف,Kfar Hay Ech-Chouf,الشوف,no,Towns.xlsx,2026-05-31
صديقين,Sadiqine,صور,no,Towns.xlsx,2026-05-31
جويا,Jouaiya,صور,no,Towns.xlsx,2026-05-31
جورة مهاد,Jouret Mhad,كسروان,no,Towns.xlsx,2026-05-31
كرم عصفور,Karm Aasfour,عكار,no,Towns.xlsx,2026-05-31
قاع الريم,Qaa Er-Rim,زحلة,yes,Towns.xlsx,2026-05-31
الوطى عمارة شلهوب,Aamaret Chalhoub,المتن,no,Towns.xlsx,2026-05-31
وطى الجوز,Ouata El-Jaouz,كسروان,yes,Towns.xlsx,2026-05-31
كفر دان,Kfar Dane,بعلبك,no,Towns.xlsx,2026-05-31
مية ومية,Miyeh ou Miyeh,صيدا,no,Towns.xlsx,2026-05-31
قصيبة بعبدا,Qsaibeh Baabda,بعبدا,no,Towns.xlsx,2026-05-31
عين درافيل,Aain Drafil,عاليه,no,Towns.xlsx,2026-05-31
منصورية المتن,Mansouriyet El-Matn,المتن,no,Towns.xlsx,2026-05-31
معمارية,Maamriyeh,صيدا,no,Towns.xlsx,2026-05-31
مجدل الكورة,Majdel el-Koura,الكورة,no,Towns.xlsx,2026-05-31
عبيه,Aabey,عاليه,no,Towns.xlsx,2026-05-31
صربا النبطية,Sarba En-Nabatieh,النبطية,no,Towns.xlsx,2026-05-31
جبال البطم,Jbal El-Botm,صور,yes,Towns.xlsx,2026-05-31
وادي العرايش,Ouadi El-Aarayech,زحلة,no,Towns.xlsx,2026-05-31
دير نطار,Deir Ntar,بنت جبيل,no,Towns.xlsx,2026-05-31
خلوات حاصبيّا,Khalouet Hasbaiya,حاصبيا,no,Towns.xlsx,2026-05-31
ضهر المغارة الشوف,Dahr Ech-Chouf,الشوف,no,Towns.xlsx,2026-05-31
تفاحتا,Teffahta,صيدا,yes,Towns.xlsx,2026-05-31
حيطورة,Haytoura,جزين,yes,Towns.xlsx,2026-05-31
كحلونية الشوف,Kahlouniet Ech-Chouf,الشوف,no,Towns.xlsx,2026-05-31
بركة حجولا,Birket Hjoula,جبيل,no,Towns.xlsx,2026-05-31
وادي الدلم,Ouadi Ed-Delm,زحلة,no,Towns.xlsx,2026-05-31
نحله بعلبك,Nahleh Baalbek,بعلبك,no,Towns.xlsx,2026-05-31
هدينة,Hdeine,جبيل,no,Towns.xlsx,2026-05-31
نبي عثمان,Nabi Osmane,بعلبك,no,Towns.xlsx,2026-05-31
وادي شحرور السفلى,Ouadi Chahrour Es-Soufla,بعبدا,no,Towns.xlsx,2026-05-31
خربة سلم,Khirbet Selm,بنت جبيل,no,Towns.xlsx,2026-05-31
عين الريحان,Aain Er-Rihane,كسروان,no,Towns.xlsx,2026-05-31
ميس الجبل,Meiss Ej-Jabal,مرجعيون,yes,Towns.xlsx,2026-05-31
بيت الفقس,Beit El-Faqs,المنية الضنية,yes,Towns.xlsx,2026-05-31
القريات,Qraiyat,عكار,yes,Towns.xlsx,2026-05-31
مكسة,Makseh,زحلة,yes,Towns.xlsx,2026-05-31
نبي ايلا,Nabi Ayla,زحلة,no,Towns.xlsx,2026-05-31
برامية,Bramiyeh,صيدا,no,Towns.xlsx,2026-05-31
برج رحال,Borj Rahhal,صور,no,Towns.xlsx,2026-05-31
شحيم,Chhim,الشوف,yes,Towns.xlsx,2026-05-31
كفر رمان,Kfar Roummane,النبطية,no,Towns.xlsx,2026-05-31
حردين,Hardine,البترون,yes,Towns.xlsx,2026-05-31
عين عار,Aain Aar,المتن,no,Towns.xlsx,2026-05-31
مينا طرابلس 1,Mina N:1,طرابلس,no,Towns.xlsx,2026-05-31
النبي خالد,Fnaydeq,عكار,no,Towns.xlsx,2026-05-31
عينبال,Aainbal,الشوف,yes,Towns.xlsx,2026-05-31
لاسا,Lassa,جبيل,yes,Towns.xlsx,2026-05-31
عانا,Aana,البقاع الغربي,yes,Towns.xlsx,2026-05-31
دلهون,Dalhoun,الشوف,yes,Towns.xlsx,2026-05-31
كفرفالوس,Kfar Falous,جزين,yes,Towns.xlsx,2026-05-31
قبولا,Qboula,عكار,no,Towns.xlsx,2026-05-31
سنيَا,Sanaya,جزين,no,Towns.xlsx,2026-05-31
جبعا,Jebaa,بعلبك,yes,Towns.xlsx,2026-05-31
تاشع,Tshea,عكار,yes,Towns.xlsx,2026-05-31
زيتا,Zeita,صيدا,yes,Towns.xlsx,2026-05-31
عربة قزحيا,Aarbet Qozhaiya,زغرتا,yes,Towns.xlsx,2026-05-31
كوكبا,Kaoukaba Bou Arab,راشيا,yes,Towns.xlsx,2026-05-31
غازية,Ghaziyeh,صيدا,no,Towns.xlsx,2026-05-31
كرم سده,Karm Saddeh,زغرتا,yes,Towns.xlsx,2026-05-31
حلوة راشيا,Helouet Rachaya,راشيا,no,Towns.xlsx,2026-05-31
زقاق البلاط,Zoukak el-Blatt,بيروت,no,Towns.xlsx,2026-05-31
طرابلس النوري,Trablous En-Nouri,طرابلس,no,Towns.xlsx,2026-05-31
حمصية,Homsiyeh,جزين,no,Towns.xlsx,2026-05-31
جديدة غزير,Jdaidet Ghazir,كسروان,no,Towns.xlsx,2026-05-31
الدوره عكار,Daouret Aakkar,عكار,no,Towns.xlsx,2026-05-31
ذوق الحصينة,Zouq El Hosniyeh,عكار,no,Towns.xlsx,2026-05-31
عاريا,Aaraiya,بعبدا,yes,Towns.xlsx,2026-05-31
عين زحلتا,Aain Zhalta,الشوف,yes,Towns.xlsx,2026-05-31
بقرزلا,Bqerzla,عكار,yes,Towns.xlsx,2026-05-31
مجدل بعنا,Majdel Baana,عاليه,yes,Towns.xlsx,2026-05-31
تعزانية,Taazaniyeh,عاليه,no,Towns.xlsx,2026-05-31
نبطية الفوقا,Nabatiyeh El-Faouka,النبطية,no,Towns.xlsx,2026-05-31
إنصارية,Insariyeh,صيدا,yes,Towns.xlsx,2026-05-31
العين بعلبك,Aain Baalbek,بعلبك,no,Towns.xlsx,2026-05-31
دميت,Dmit,الشوف,yes,Towns.xlsx,2026-05-31
كفر دنيس,Kfar Denis,راشيا,no,Towns.xlsx,2026-05-31
بشعلة,Bcheaali,البترون,yes,Towns.xlsx,2026-05-31
المنصف,Mounsef,جبيل,yes,Towns.xlsx,2026-05-31
رومين,Roumine,النبطية,yes,Towns.xlsx,2026-05-31
جديدة المتن,Jdaidet El-Matn,المتن,no,Towns.xlsx,2026-05-31
قرحا بعلبك,Qarha Baalbek,بعلبك,no,Towns.xlsx,2026-05-31
جعيتا,Jaaita,كسروان,yes,Towns.xlsx,2026-05-31
فاكهة,Fekehe,بعلبك,no,Towns.xlsx,2026-05-31
مجدلون,Majdaloun,بعلبك,yes,Towns.xlsx,2026-05-31
بزيزا,Bziza,الكورة,yes,Towns.xlsx,2026-05-31
دوار المتن,Douar El-Matn,المتن,no,Towns.xlsx,2026-05-31
ريفون,Rayfoun,كسروان,yes,Towns.xlsx,2026-05-31
حصرون,Hasroun,بشري,yes,Towns.xlsx,2026-05-31
العوينات عكار,Aaouaainat Aakkar,عكار,no,Towns.xlsx,2026-05-31
الشويفات الامراء,Choueifat El-Oumara,عاليه,no,Towns.xlsx,2026-05-31
بعورته,Baaouerta,عاليه,yes,Towns.xlsx,2026-05-31
مزرعة الضهر,Mazraat Es-Dahr,الشوف,yes,Towns.xlsx,2026-05-31
مجدل زون,Majdelzoun,صور,no,Towns.xlsx,2026-05-31
مليخ,Mlikh,جزين,yes,Towns.xlsx,2026-05-31
كفر ياسين,Kfar Yassine,كسروان,no,Towns.xlsx,2026-05-31
بتدين اللقش,Btedine El-Leqch,جزين,yes,Towns.xlsx,2026-05-31
عيتا الشعب,Aayta Ech-Chaab,بنت جبيل,no,Towns.xlsx,2026-05-31
جرنايا,Jernaya,جزين,yes,Towns.xlsx,2026-05-31
رشميا,Richmaiya,عاليه,yes,Towns.xlsx,2026-05-31
ذوق بحنين,Zouq Bhannine,المنية الضنية,no,Towns.xlsx,2026-05-31
مغيره جبيل,Mghayreh Jbeil,جبيل,no,Towns.xlsx,2026-05-31
مشيخا,Mchikha,المتن,no,Towns.xlsx,2026-05-31
برج الملوك,Borj El-Moulouk,مرجعيون,yes,Towns.xlsx,2026-05-31
كفرقطرة,Kfar Qatra,الشوف,yes,Towns.xlsx,2026-05-31
دير سريان,Deir Siriane,مرجعيون,yes,Towns.xlsx,2026-05-31
عدشيت القصير,Aadchit El-Qoussair,مرجعيون,no,Towns.xlsx,2026-05-31
الكواشرة,Kouachra,عكار,yes,Towns.xlsx,2026-05-31
حراجل,Hrajel,كسروان,yes,Towns.xlsx,2026-05-31
خضر بعلبك,Khodr Baalbek,بعلبك,no,Towns.xlsx,2026-05-31
بحمدون الضيعة,Bhamdoun Ed-Dayaa,عاليه,yes,Towns.xlsx,2026-05-31
لبايا بقاع الغربي,Libbaya West Bekaa,البقاع الغربي,no,Towns.xlsx,2026-05-31
طبرجا,Tabarja,كسروان,yes,Towns.xlsx,2026-05-31
رياق,Riyaq,زحلة,no,Towns.xlsx,2026-05-31
حيزوق,Hayzouq,عكار,yes,Towns.xlsx,2026-05-31
كفرقاهل,Kfar Kahel,الكورة,no,Towns.xlsx,2026-05-31
البرج عكار,Borj Aakkar,عكار,no,Towns.xlsx,2026-05-31
عيات,Aaiyat,عكار,yes,Towns.xlsx,2026-05-31
كفتون,Kaftoun,الكورة,yes,Towns.xlsx,2026-05-31
مسا,Massa,زحلة,no,Towns.xlsx,2026-05-31
دار بعشتار,Dar Baaechtar,الكورة,yes,Towns.xlsx,2026-05-31
قلحات,Qalhat,الكورة,yes,Towns.xlsx,2026-05-31
خلوات بعبدا,Khalouat Baabda,بعبدا,no,Towns.xlsx,2026-05-31
حوش الرافقة,Haouch Er-Rafqa,بعلبك,yes,Towns.xlsx,2026-05-31
طاريا,Taraiya,,yes,Towns.xlsx,2026-05-31
صير الغربية,Sir El-Gharbiyeh,النبطية,yes,Towns.xlsx,2026-05-31
كرخا,Karkha,جزين,yes,Towns.xlsx,2026-05-31
عزقي,Aazqai,المنية الضنية,yes,Towns.xlsx,2026-05-31
حدث الجبه,Hadath Ej-Jebbeh,بشري,yes,Towns.xlsx,2026-05-31
بدنايل بعلبك,Bednayel Baalbak,بعلبك,no,Towns.xlsx,2026-05-31
سبعل زغرتا,Sebaal Zgharta,زغرتا,no,Towns.xlsx,2026-05-31
غسانية,Ghassaniyeh,صيدا,no,Towns.xlsx,2026-05-31
ديشونية,Daychouniyeh,المتن,no,Towns.xlsx,2026-05-31
الزلقا,Zalqa,المتن,no,Towns.xlsx,2026-05-31
مراح السريج,Mrah Es-Srayj,المنية الضنية,no,Towns.xlsx,2026-05-31
حوش الزراعنة زحلة,Zahleh Haouch Ez-Zaraane,زحلة,no,Towns.xlsx,2026-05-31
بليدا,Blida,مرجعيون,yes,Towns.xlsx,2026-05-31
مشموشة,Machmoucheh,جزين,yes,Towns.xlsx,2026-05-31
بمهريه,Bmahray,عاليه,yes,Towns.xlsx,2026-05-31
حصون,Hsoun,جبيل,no,Towns.xlsx,2026-05-31
عرسال,Aarsal,بعلبك,yes,Towns.xlsx,2026-05-31
كفر دونين,Kfar Dounine,بنت جبيل,no,Towns.xlsx,2026-05-31
قطارة جبيل,Qottara Jbeil,جبيل,no,Towns.xlsx,2026-05-31
المتين,Mtain,المتن,no,Towns.xlsx,2026-05-31
يارين,Yarine,صور,yes,Towns.xlsx,2026-05-31
خرطوم,Khartoum,صيدا,yes,Towns.xlsx,2026-05-31
بدبا,Bdebba,الكورة,yes,Towns.xlsx,2026-05-31
عيشية,Aaychiyeh,جزين,no,Towns.xlsx,2026-05-31
عيتنيت,Aaytanit,البقاع الغربي,yes,Towns.xlsx,2026-05-31
كروم العرب,Kroum El-Aarab,عكار,no,Towns.xlsx,2026-05-31
قناة,Qnat,بشري,no,Towns.xlsx,2026-05-31
نبحا,Nabha Ed-Damdoum,,no,Towns.xlsx,2026-05-31
بيت ياحون,Beit Yahoun,بنت جبيل,no,Towns.xlsx,2026-05-31
الشيخ طابا,Cheikh Taba,عكار,yes,Towns.xlsx,2026-05-31
مشحة,Machha,عكار,yes,Towns.xlsx,2026-05-31
المزرعة,Mazraa,بيروت,no,Towns.xlsx,2026-05-31
دير عمار,Deir Aammar,المنية الضنية,yes,Towns.xlsx,2026-05-31
غريفة,Gharifeh,الشوف,yes,Towns.xlsx,2026-05-31
مقنة,Maqneh,بعلبك,yes,Towns.xlsx,2026-05-31
طاران,tarane,المنية الضنية,yes,Towns.xlsx,2026-05-31
بيت ليف,Beit Lif,بنت جبيل,yes,Towns.xlsx,2026-05-31
مزرعة عين بوسوار,Aain Bou Souar,النبطية,no,Towns.xlsx,2026-05-31
جنتا,Jenta,بعلبك,yes,Towns.xlsx,2026-05-31
الكويخات,Koueikhat,عكار,yes,Towns.xlsx,2026-05-31
عين بعل,Aain Baal,صور,no,Towns.xlsx,2026-05-31
كفر دبيان,Kfar Dibiane,كسروان,no,Towns.xlsx,2026-05-31
بيت لهيا,Beit Lahia,راشيا,yes,Towns.xlsx,2026-05-31
عينطورة كسروان,Aintoura Kesrouane,كسروان,no,Towns.xlsx,2026-05-31
تربل زحلة,Terbol Zahleh,زحلة,no,Towns.xlsx,2026-05-31
تبنين,Tibnine,بنت جبيل,yes,Towns.xlsx,2026-05-31
إده البترون,Edde El-Batroun,البترون,no,Towns.xlsx,2026-05-31
ذوق مكايل,Zouk Mkayel,كسروان,yes,Towns.xlsx,2026-05-31
نميرية,Nmairiyeh,النبطية,no,Towns.xlsx,2026-05-31
قليعة,Qlaiaa,مرجعيون,no,Towns.xlsx,2026-05-31
سن الفيل,Sinn El-Fil,المتن,yes,Towns.xlsx,2026-05-31
الكفور كسروان,Kfour Kesrouane,كسروان,no,Towns.xlsx,2026-05-31
افقا جبيل,Afqa Jbeil,جبيل,no,Towns.xlsx,2026-05-31
يحمر بقاع الغربي,Yohmor West Bekaa,البقاع الغربي,no,Towns.xlsx,2026-05-31
راشيّا الفخار,Rachaiya El-Foukhar,حاصبيا,yes,Towns.xlsx,2026-05-31
الاشرفية,Achrafieh,بيروت,no,Towns.xlsx,2026-05-31
بسابا الشوف,Bsaba Ech-Chouf,الشوف,no,Towns.xlsx,2026-05-31
عفصديق,Aafsdiq,الكورة,yes,Towns.xlsx,2026-05-31
جونيه,Jounie Ghadir,كسروان,yes,Towns.xlsx,2026-05-31
برج اليهودية,Borj El-Yahoudiyeh,المنية الضنية,yes,Towns.xlsx,2026-05-31
مطله,Mtolleh,الشوف,no,Towns.xlsx,2026-05-31
بعلبك,Baalbek,بعلبك,yes,Towns.xlsx,2026-05-31
عاقورة,Aaqoura,جبيل,no,Towns.xlsx,2026-05-31
حاصبيّا المتن,Hasbaiya El-Matn,بعبدا,yes,Towns.xlsx,2026-05-31
زعرورية,Zaarouriyeh,الشوف,no,Towns.xlsx,2026-05-31
حجولا,Hjoula,جبيل,no,Towns.xlsx,2026-05-31
مشمش عكار,Michmich Aakkar,عكار,no,Towns.xlsx,2026-05-31
صيدون,Saydoun,جزين,yes,Towns.xlsx,2026-05-31
حلبا,Halba,عكار,yes,Towns.xlsx,2026-05-31
محيليب,Mheilib,صور,no,Towns.xlsx,2026-05-31
بشامون,Bchamoun,عاليه,yes,Towns.xlsx,2026-05-31
بربارة زحلة,Zahleh El-Berbara,زحلة,no,Towns.xlsx,2026-05-31
الشيخ محمد,Cheikh Mohammad,عكار,yes,Towns.xlsx,2026-05-31
جوار المتن,Jouar El-Matn,المتن,no,Towns.xlsx,2026-05-31
نقاش,Naqqach,المتن,no,Towns.xlsx,2026-05-31
رمحالا,Rimhala,عاليه,yes,Towns.xlsx,2026-05-31
كفر شلال,Kfar Chellal,صيدا,no,Towns.xlsx,2026-05-31
فالوغا,Falougha,بعبدا,no,Towns.xlsx,2026-05-31
الريحانية عكار,Rihaniyet Aakkar,عكار,no,Towns.xlsx,2026-05-31
كفرصارون الكورة,Kfar Saroun El-Koura,الكورة,no,Towns.xlsx,2026-05-31
بان,Bane,بشري,yes,Towns.xlsx,2026-05-31
سعدنايل,Saadnayel,زحلة,yes,Towns.xlsx,2026-05-31
بكفتين,Bkeftine,الكورة,yes,Towns.xlsx,2026-05-31
شتورا,Chtaura,زحلة,no,Towns.xlsx,2026-05-31
عمار البيكات,Aamaret El-Baykat,,yes,Towns.xlsx,2026-05-31
عين يعقوب,Aain Yaaqoub,عكار,yes,Towns.xlsx,2026-05-31
طرابلس الزيتون,Trablous Ez-Zeitoun,طرابلس,no,Towns.xlsx,2026-05-31
عنجر,Aanjar (Haouch Moussa),زحلة,yes,Towns.xlsx,2026-05-31
مرداشة,Merdache,بعبدا,no,Towns.xlsx,2026-05-31
طير فلسيه,Tayr Falsay,صور,yes,Towns.xlsx,2026-05-31
علمات الشمالية,Aalmat Ech-Chamliyeh,جبيل,no,Towns.xlsx,2026-05-31
حصين,Hsayn,كسروان,no,Towns.xlsx,2026-05-31
صخرة,Sakhra,زغرتا,no,Towns.xlsx,2026-05-31
ارصون,Arsoun,بعبدا,yes,Towns.xlsx,2026-05-31
زحلة معلقة اراضي,Zahleh Maallaqa Aradi,زحلة,no,Towns.xlsx,2026-05-31
مزرعة سلساتا,Selsata (Mazraat Deir El-Aachaiyer),راشيا,no,Towns.xlsx,2026-05-31
جميجمة,Jmaijmeh,بنت جبيل,yes,Towns.xlsx,2026-05-31
الخرائب صيدا,Khayayeb Saida,صيدا,no,Towns.xlsx,2026-05-31
زغرتا,Zgharta,زغرتا,yes,Towns.xlsx,2026-05-31
القليعات عكار,Qleiaat Aakkar,عكار,no,Towns.xlsx,2026-05-31
عترين,Aathrine,الشوف,yes,Towns.xlsx,2026-05-31
خريبة بعلبك,Khreibet Baalbek,بعلبك,no,Towns.xlsx,2026-05-31
حداثا,Haddatha,بنت جبيل,yes,Towns.xlsx,2026-05-31
خربة داوود عكار,Khirbet Daoud Aakkar,عكار,no,Towns.xlsx,2026-05-31
خريبة الجندي,Khreibet Ej-Jindi,,yes,Towns.xlsx,2026-05-31
كفرصير,Kfar Sir,النبطية,yes,Towns.xlsx,2026-05-31
كيفون,Keyfoun,عاليه,yes,Towns.xlsx,2026-05-31
نمرين,Mimrine,المنية الضنية,yes,Towns.xlsx,2026-05-31
بكفيا,Bikfaya,المتن,no,Towns.xlsx,2026-05-31
بخعون,Bakhaaoun,المنية الضنية,yes,Towns.xlsx,2026-05-31
صربين,Srobbine,بنت جبيل,no,Towns.xlsx,2026-05-31
المنصورة بقاع الغربي,Mansoura West Bekaa,البقاع الغربي,no,Towns.xlsx,2026-05-31
الغزيله,Ghazayleh,عكار,no,Towns.xlsx,2026-05-31
ورهانية,Ouarhaniyeh,الشوف,no,Towns.xlsx,2026-05-31
عدشيت الشقيف,Aadchit Ech-Chqif,النبطية,no,Towns.xlsx,2026-05-31
مغدوشة,Maghdoucheh,صيدا,yes,Towns.xlsx,2026-05-31
روميه المتن,Roumieh,المتن,no,Towns.xlsx,2026-05-31
عين عنوب,Aain Aanoub,عاليه,yes,Towns.xlsx,2026-05-31
عيمر,Aaymar,المنية الضنية,no,Towns.xlsx,2026-05-31
ايلات,Ilat,عكار,yes,Towns.xlsx,2026-05-31
رماح النهريه,Rmah,,no,Towns.xlsx,2026-05-31
قبة الشويفات,Choueifat El-Quoubbeh,عاليه,no,Towns.xlsx,2026-05-31
مكلس,Mkalles,المتن,no,Towns.xlsx,2026-05-31
قبعيت,Qabaait,عكار,yes,Towns.xlsx,2026-05-31
سجد,Sehjoud,جزين,yes,Towns.xlsx,2026-05-31
رحبة,Rahbeh,عكار,yes,Towns.xlsx,2026-05-31
ميدان جزين,Midane Jezzine,جزين,no,Towns.xlsx,2026-05-31
غدراس,Ghidras,كسروان,yes,Towns.xlsx,2026-05-31
بتعبورة,Btaaboura,الكورة,yes,Towns.xlsx,2026-05-31
وطى حوب,Ouata Houb,البترون,no,Towns.xlsx,2026-05-31
حومال,Houmal,عاليه,yes,Towns.xlsx,2026-05-31
بنت جبيل,Bent Jbeil,بنت جبيل,yes,Towns.xlsx,2026-05-31
عاريه,Aaray,جزين,no,Towns.xlsx,2026-05-31
بساتين (فسقين) عكار,Bsatine Aakkar,عكار,no,Towns.xlsx,2026-05-31
عذره والعذر,Aazra ouel Aazr,كسروان,no,Towns.xlsx,2026-05-31
فرون,Froun,بنت جبيل,no,Towns.xlsx,2026-05-31
كفور العربي,Kfour El-Aarbi,البترون,yes,Towns.xlsx,2026-05-31
قبة شمرا,Qoubber Chamra,عكار,no,Towns.xlsx,2026-05-31
حارة صخر,Jounie Haret Sakhr,كسروان,no,Towns.xlsx,2026-05-31
حبوس,Hbous,المتن,no,Towns.xlsx,2026-05-31
طيري,Tiri,بنت جبيل,no,Towns.xlsx,2026-05-31
مجدليا زغرتا,Mejdlaiya Zgharta,,no,Towns.xlsx,2026-05-31
عكار العتيقة,Aakkar El-Aatiqa,عكار,yes,Towns.xlsx,2026-05-31
بياقوت,Byaqout,المتن,yes,Towns.xlsx,2026-05-31
صفرا كسروان,Safra Kesrouane,كسروان,no,Towns.xlsx,2026-05-31
عشاش,Aachach,زغرتا,yes,Towns.xlsx,2026-05-31
جاهلية,Jahliyeh,الشوف,no,Towns.xlsx,2026-05-31
بجه,Bejjeh,جبيل,yes,Towns.xlsx,2026-05-31
ينطا,Yanta,راشيا,yes,Towns.xlsx,2026-05-31
سيسوق,Sayssouq,عكار,yes,Towns.xlsx,2026-05-31
بيت ملات,Beit Mellat,عكار,yes,Towns.xlsx,2026-05-31
صربا,Jounieh Sarba,كسروان,yes,Towns.xlsx,2026-05-31
رب التلاتين,Rabb Et-Tlatine,مرجعيون,no,Towns.xlsx,2026-05-31
مروانية,Merouaniyeh,صيدا,no,Towns.xlsx,2026-05-31
دبين,Dibbine,مرجعيون,no,Towns.xlsx,2026-05-31
عيناب,Aaynab,عاليه,yes,Towns.xlsx,2026-05-31
حدشيت,Hadchit,بشري,yes,Towns.xlsx,2026-05-31
عرقا,Aarqa,عكار,yes,Towns.xlsx,2026-05-31
حصنا,Aalmat Ej-Jnoubiyeh,جبيل,no,Towns.xlsx,2026-05-31
الدغلة,Daghleh,عكار,yes,Towns.xlsx,2026-05-31
حارة جندل,Haret Jandal,الشوف,yes,Towns.xlsx,2026-05-31
بلاط جبيل,Blat Jbeil,جبيل,no,Towns.xlsx,2026-05-31
كفربيت,Kfar Beit,صيدا,yes,Towns.xlsx,2026-05-31
ديربلا,Deir Billa,البترون,no,Towns.xlsx,2026-05-31
حناوي,Hanaouay,صور,no,Towns.xlsx,2026-05-31
تحوم,Thoum,البترون,yes,Towns.xlsx,2026-05-31
وطى المروج,Ouata El-Mrouj,المتن,no,Towns.xlsx,2026-05-31
عرمون كسروان,Aaramoun Kesrouane,كسروان,no,Towns.xlsx,2026-05-31
ضهر ليسينه,Dahr Laissine,عكار,yes,Towns.xlsx,2026-05-31
بريح,Brih,الشوف,yes,Towns.xlsx,2026-05-31
اكروم,Mazareaa Jabal Akroum,,yes,Towns.xlsx,2026-05-31
زيتون,Zaitoun,كسروان,yes,Towns.xlsx,2026-05-31
مجيدل جزين,Mjaydel Jezzine,جزين,no,Towns.xlsx,2026-05-31
شقرا,Chaqra,بنت جبيل,no,Towns.xlsx,2026-05-31
القطين المنيه,Qattineh-Miniyeh,المنية الضنية,no,Towns.xlsx,2026-05-31
كفر عبيدا,Kfar Aabida,البترون,no,Towns.xlsx,2026-05-31
تول,Toul,,no,Towns.xlsx,2026-05-31
نيحا زحلة,Niha Zahleh,زحلة,no,Towns.xlsx,2026-05-31
جران البترون,Jrane El-Batroun,البترون,no,Towns.xlsx,2026-05-31
مينا الحصن,Minet el-Hosn,بيروت,no,Towns.xlsx,2026-05-31
بعلول بقاع الغربي,Baaloul West Bekaa,البقاع الغربي,no,Towns.xlsx,2026-05-31
بداوي,Beddaoui,طرابلس,no,Towns.xlsx,2026-05-31
دفون,Dfoun,عاليه,yes,Towns.xlsx,2026-05-31
عيون الغزلان,Aayoun El-Ghizlane,عكار,yes,Towns.xlsx,2026-05-31
بعلشميه,Baalchmay,بعبدا,yes,Towns.xlsx,2026-05-31
عرمون عاليه,Aaramoun Aaley,عاليه,no,Towns.xlsx,2026-05-31
المرج بقاع الغربي,Marj West Bekaa,البقاع الغربي,no,Towns.xlsx,2026-05-31
راس نحاش,Ras Nahhach,البترون,yes,Towns.xlsx,2026-05-31
أيطو,Ayto,زغرتا,yes,Towns.xlsx,2026-05-31
حكر قتة,Hokr Etti,عكار,no,Towns.xlsx,2026-05-31
مزرعة الحضيرة,Mazraat El-Hdaira,المتن,no,Towns.xlsx,2026-05-31
ميروبا,Mayrouba,كسروان,yes,Towns.xlsx,2026-05-31
طرابلس القبة,Trablous El-Qobbe,طرابلس,no,Towns.xlsx,2026-05-31
رميل,Remeil,بيروت,no,Towns.xlsx,2026-05-31
قانا,Qana,صور,yes,Towns.xlsx,2026-05-31
بقعتوتا,Bqaatouta,كسروان,no,Towns.xlsx,2026-05-31
باتوليه,Batoulay,صور,yes,Towns.xlsx,2026-05-31
المعيصرة كسروان,Maaysra Kesrouane,كسروان,no,Towns.xlsx,2026-05-31
بقنايا,Bqennaya,المتن,no,Towns.xlsx,2026-05-31
ببنين,Bebnine,عكار,no,Towns.xlsx,2026-05-31
بزبينا,Bezbina,عكار,yes,Towns.xlsx,2026-05-31
حقل العزيمة,Haql el Aazimeh,المنية الضنية,yes,Towns.xlsx,2026-05-31
ميمس,Meimes,حاصبيا,yes,Towns.xlsx,2026-05-31
مزرعة دير عوكر,Mazraat Deir Aaoukar,المتن,no,Towns.xlsx,2026-05-31
المينا,Mina N:3,طرابلس,no,Towns.xlsx,2026-05-31
عين قنيا,Aain Qinia,حاصبيا,yes,Towns.xlsx,2026-05-31
كفر شوبا,Kfar Chouba,حاصبيا,no,Towns.xlsx,2026-05-31
كوبا,Koubba,البترون,yes,Towns.xlsx,2026-05-31
بتخناي,Btekhnay,بعبدا,no,Towns.xlsx,2026-05-31
بسكنتا,Baskinta,المتن,yes,Towns.xlsx,2026-05-31
رويسة البلوط,Rouayssrt El-Ballout,بعبدا,yes,Towns.xlsx,2026-05-31
حميري صور,Hmairi Sour,صور,no,Towns.xlsx,2026-05-31
عباسية صور,Aabbassiyet Sour,صور,no,Towns.xlsx,2026-05-31
لويزة جزين,Louayzet Jezzine,جزين,no,Towns.xlsx,2026-05-31
بطرام,Bterram,الكورة,yes,Towns.xlsx,2026-05-31
وادي شحرور العليا,Ouadi Chahrour El Aaoulia,بعبدا,yes,Towns.xlsx,2026-05-31
حروف النبطية,Harouf En-Nabatiyeh,النبطية,no,Towns.xlsx,2026-05-31
بدياس,Bedias,صور,yes,Towns.xlsx,2026-05-31
حارة البلان,Haret El-Ballane,المتن,no,Towns.xlsx,2026-05-31
غزير,Ghazir,كسروان,yes,Towns.xlsx,2026-05-31
العماير,Aamayer,,no,Towns.xlsx,2026-05-31
المسعودية,Massaaoudiyeh,عكار,yes,Towns.xlsx,2026-05-31
مزرعة السياد,Mazraat Es Siyad,جبيل,yes,Towns.xlsx,2026-05-31
كور,Kour,البترون,yes,Towns.xlsx,2026-05-31
بعاصير,Baassir,الشوف,yes,Towns.xlsx,2026-05-31
اركي,Erkay,صيدا,yes,Towns.xlsx,2026-05-31
رميلة الشوف,Rmeilet Ech-Chouf,الشوف,no,Towns.xlsx,2026-05-31
عدلون,Aadloun,صيدا,yes,Towns.xlsx,2026-05-31
تل زنوب,Tall Znoub,البقاع الغربي,no,Towns.xlsx,2026-05-31
بازورية,Bazouriyeh,صور,no,Towns.xlsx,2026-05-31
غزة,Ghazzeh,البقاع الغربي,yes,Towns.xlsx,2026-05-31
