name_ar,name_en,caza_ar,is_municipality,source,added_at
Bednayel Baalbak,Bednayel Baalbak,,no,Towns.xlsx,2026-05-31
Ouardiyeh,Ouardiyeh,,no,Towns.xlsx,2026-05-31
Deir El-Ahmar,Deir El-Ahmar,,no,Towns.xlsx,2026-05-31
Barghoun,Barghoun,,no,Towns.xlsx,2026-05-31
Kfar Hilda,Kfar Hilda,,no,Towns.xlsx,2026-05-31
kafr,kafr,,no,Towns.xlsx,2026-05-31
Antelias,Antelias,,no,Towns.xlsx,2026-05-31
Jouar El-Matn,Jouar El-Matn,,no,Towns.xlsx,2026-05-31
Michaa Mrajhineh,Michaa Mrajhineh,,no,Towns.xlsx,2026-05-31
Massa,Massa,,no,Towns.xlsx,2026-05-31
Kfar Nabrakh,Kfar Nabrakh,,no,Towns.xlsx,2026-05-31
Rahbeh,Rahbeh,,no,Towns.xlsx,2026-05-31
Mina N:3,Mina N:3,,no,Towns.xlsx,2026-05-31
Aaley,Aaley,,no,Towns.xlsx,2026-05-31
Aadloun,Aadloun,,no,Towns.xlsx,2026-05-31
Btibyat,Btibyat,,no,Towns.xlsx,2026-05-31
Ram Baalbek,Ram Baalbek,,no,Towns.xlsx,2026-05-31
Ain Aakrine,Ain Aakrine,,no,Towns.xlsx,2026-05-31
Qalaat Baabda,Qalaat Baabda,,no,Towns.xlsx,2026-05-31
Aayta El-Foukhar,Aayta El-Foukhar,,no,Towns.xlsx,2026-05-31
Mdoukha,Mdoukha,,no,Towns.xlsx,2026-05-31
Hasrayel,Hasrayel,,no,Towns.xlsx,2026-05-31
Bechnnata,Bechnnata,,no,Towns.xlsx,2026-05-31
Kaoukaba Bou Arab,Kaoukaba Bou Arab,,no,Towns.xlsx,2026-05-31
Wadi Jezzine,Wadi Jezzine,,no,Towns.xlsx,2026-05-31
Kharayeb Nahr Ibrahim,Kharayeb Nahr Ibrahim,,no,Towns.xlsx,2026-05-31
Aain Qana,Aain Qana,,no,Towns.xlsx,2026-05-31
Selfaya,Selfaya,,no,Towns.xlsx,2026-05-31
Rechdibbine,Rechdibbine,,no,Towns.xlsx,2026-05-31
Qaa Er-Rim,Qaa Er-Rim,,no,Towns.xlsx,2026-05-31
Qmatiyeh,Qmatiyeh,,no,Towns.xlsx,2026-05-31
Kfour Kesrouane,Kfour Kesrouane,,no,Towns.xlsx,2026-05-31
Aanout,Aanout,,no,Towns.xlsx,2026-05-31
Beslouqit,Beslouqit,,no,Towns.xlsx,2026-05-31
Deir Chamra,Deir Chamra,,no,Towns.xlsx,2026-05-31
Saqi Richmaya,Saqi Richmaya,,no,Towns.xlsx,2026-05-31
Lehfed,Lehfed,,no,Towns.xlsx,2026-05-31
Qaaqaiyet Es-Snaoubar,Qaaqaiyet Es-Snaoubar,,no,Towns.xlsx,2026-05-31
Ghalboun,Ghalboun,,no,Towns.xlsx,2026-05-31
Haqel,Haqel,,no,Towns.xlsx,2026-05-31
Rmadiyeh,Rmadiyeh,,no,Towns.xlsx,2026-05-31
Houmal,Houmal,,no,Towns.xlsx,2026-05-31
Ham,Ham,,no,Towns.xlsx,2026-05-31
Aarbet Qozhaiya,Aarbet Qozhaiya,,no,Towns.xlsx,2026-05-31
Kahhaleh,Kahhaleh,,no,Towns.xlsx,2026-05-31
Hraiche,Hraiche,,no,Towns.xlsx,2026-05-31
Rimat,Rimat,,no,Towns.xlsx,2026-05-31
Hayata,Hayata,,no,Towns.xlsx,2026-05-31
Majdel Selm,Majdel Selm,,no,Towns.xlsx,2026-05-31
Aalma Ech-Chaab,Aalma Ech-Chaab,,no,Towns.xlsx,2026-05-31
Jernaya,Jernaya,,no,Towns.xlsx,2026-05-31
Sehjoud,Sehjoud,,no,Towns.xlsx,2026-05-31
Nabi Osmane,Nabi Osmane,,no,Towns.xlsx,2026-05-31
Sourat El-Batroun,Sourat El-Batroun,,no,Towns.xlsx,2026-05-31
Chebrqiyet Aammiq,Chebrqiyet Aammiq,,no,Towns.xlsx,2026-05-31
Kfar Yassine,Kfar Yassine,,no,Towns.xlsx,2026-05-31
Mazraat El-Mhaydaleh,Mazraat El-Mhaydaleh,,no,Towns.xlsx,2026-05-31
Bterram,Bterram,,no,Towns.xlsx,2026-05-31
Hsayn,Hsayn,,no,Towns.xlsx,2026-05-31
Semqaniyeh,Semqaniyeh,,no,Towns.xlsx,2026-05-31
Aadoussiyeh,Aadoussiyeh,,no,Towns.xlsx,2026-05-31
Taaid,Taaid,,no,Towns.xlsx,2026-05-31
Aalmat Ech-Chamliyeh,Aalmat Ech-Chamliyeh,,no,Towns.xlsx,2026-05-31
Ouadi Ed-Delm,Ouadi Ed-Delm,,no,Towns.xlsx,2026-05-31
Sfireh,Sfireh,,no,Towns.xlsx,2026-05-31
Houmine El-Faouqa,Houmine El-Faouqa,,no,Towns.xlsx,2026-05-31
Zefta,Zefta,,no,Towns.xlsx,2026-05-31
Saksakiyeh,Saksakiyeh,,no,Towns.xlsx,2026-05-31
Mazraat Dmoul,Mazraat Dmoul,,no,Towns.xlsx,2026-05-31
Maasser Ech-Chouf,Maasser Ech-Chouf,,no,Towns.xlsx,2026-05-31
Tcheflik Qiqano,Tcheflik Qiqano,,no,Towns.xlsx,2026-05-31
Deir Tamich,Deir Tamich,,no,Towns.xlsx,2026-05-31
Majdel,Majdel,,no,Towns.xlsx,2026-05-31
Haret El-Ballane,Haret El-Ballane,,no,Towns.xlsx,2026-05-31
Bzal,Bzal,,no,Towns.xlsx,2026-05-31
Sirjbal,Sirjbal,,no,Towns.xlsx,2026-05-31
Jdaidet El-Matn,Jdaidet El-Matn,,no,Towns.xlsx,2026-05-31
Ghabbatiyeh,Ghabbatiyeh,,no,Towns.xlsx,2026-05-31
Aain Ez-Zeit,Aain Ez-Zeit,,no,Towns.xlsx,2026-05-31
Mazraat beit Mchaik,Mazraat beit Mchaik,,no,Towns.xlsx,2026-05-31
Tayr Harfa,Tayr Harfa,,no,Towns.xlsx,2026-05-31
Sirhmoul,Sirhmoul,,no,Towns.xlsx,2026-05-31
Abou Chech,Abou Chech,,no,Towns.xlsx,2026-05-31
Mazraat En-Nahr Aaley,Mazraat En-Nahr Aaley,,no,Towns.xlsx,2026-05-31
Aain Ibl,Aain Ibl,,no,Towns.xlsx,2026-05-31
Barsa,Barsa,,no,Towns.xlsx,2026-05-31
Kaoukaba Hasbaiya,Kaoukaba Hasbaiya,,no,Towns.xlsx,2026-05-31
Chehour,Chehour,,no,Towns.xlsx,2026-05-31
Taalbaya,Taalbaya,,no,Towns.xlsx,2026-05-31
Tannourine El-Faouqa,Tannourine El-Faouqa,,no,Towns.xlsx,2026-05-31
Tell El-Akhdar,Tell El-Akhdar,,no,Towns.xlsx,2026-05-31
Bouarej,Bouarej,,no,Towns.xlsx,2026-05-31
Zrariyeh,Zrariyeh,,no,Towns.xlsx,2026-05-31
Frat,Frat,,no,Towns.xlsx,2026-05-31
Hajjeh,Hajjeh,,no,Towns.xlsx,2026-05-31
Bayssour Jezzine,Bayssour Jezzine,,no,Towns.xlsx,2026-05-31
Kfar Aaqab,Kfar Aaqab,,no,Towns.xlsx,2026-05-31
Damour,Damour,,no,Towns.xlsx,2026-05-31
Ouadi Ed-Deir,Ouadi Ed-Deir,,no,Towns.xlsx,2026-05-31
Srobbine,Srobbine,,no,Towns.xlsx,2026-05-31
Aaytanit,Aaytanit,,no,Towns.xlsx,2026-05-31
Aabaydat,Aabaydat,,no,Towns.xlsx,2026-05-31
Chouane,Chouane,,no,Towns.xlsx,2026-05-31
Aain Ed-Delb,Aain Ed-Delb,,no,Towns.xlsx,2026-05-31
Kfar Hatta Saida,Kfar Hatta Saida,,no,Towns.xlsx,2026-05-31
Mazmoura,Mazmoura,,no,Towns.xlsx,2026-05-31
Deir Siriane,Deir Siriane,,no,Towns.xlsx,2026-05-31
Bramiyeh,Bramiyeh,,no,Towns.xlsx,2026-05-31
Mejdlaiya,Mejdlaiya,,no,Towns.xlsx,2026-05-31
Ayto,Ayto,,no,Towns.xlsx,2026-05-31
Bechmizzine,Bechmizzine,,no,Towns.xlsx,2026-05-31
Merdache,Merdache,,no,Towns.xlsx,2026-05-31
Jouaiya,Jouaiya,,no,Towns.xlsx,2026-05-31
Jazira Saida,Jazira Saida,,no,Towns.xlsx,2026-05-31
Kahf El-Malloul,Kahf El-Malloul,,no,Towns.xlsx,2026-05-31
Kfar Qouas,Kfar Qouas,,no,Towns.xlsx,2026-05-31
Zouk Mkayel,Zouk Mkayel,,no,Towns.xlsx,2026-05-31
Bfaroueh,Bfaroueh,,no,Towns.xlsx,2026-05-31
Aain Mouaffaq,Aain Mouaffaq,,no,Towns.xlsx,2026-05-31
Aintoura El-Matn,Aintoura El-Matn,,no,Towns.xlsx,2026-05-31
Majdala,Majdala,,no,Towns.xlsx,2026-05-31
Aain Et-Tineh-Miniyeh,Aain Et-Tineh-Miniyeh,,no,Towns.xlsx,2026-05-31
Haouch Hala,Haouch Hala,,no,Towns.xlsx,2026-05-31
Jdita,Jdita,,no,Towns.xlsx,2026-05-31
Choualiq Jezzine,Choualiq Jezzine,,no,Towns.xlsx,2026-05-31
Mazraat Jnaid,Mazraat Jnaid,,no,Towns.xlsx,2026-05-31
Mehmarch,Mehmarch,,no,Towns.xlsx,2026-05-31
Chatine,Chatine,,no,Towns.xlsx,2026-05-31
Mechref,Mechref,,no,Towns.xlsx,2026-05-31
Bane,Bane,,no,Towns.xlsx,2026-05-31
Kfarfila,Kfarfila,,no,Towns.xlsx,2026-05-31
Sfaray,Sfaray,,no,Towns.xlsx,2026-05-31
Mazraat Deir Aaoukar,Mazraat Deir Aaoukar,,no,Towns.xlsx,2026-05-31
Kfar Bibnine,Kfar Bibnine,,no,Towns.xlsx,2026-05-31
Boussit,Boussit,,no,Towns.xlsx,2026-05-31
Mrah El-Hbasse,Mrah El-Hbasse,,no,Towns.xlsx,2026-05-31
Qaa Baayoun,Qaa Baayoun,,no,Towns.xlsx,2026-05-31
Hadath Baalbek,Hadath Baalbek,,no,Towns.xlsx,2026-05-31
Qsair Aakkar,Qsair Aakkar,,no,Towns.xlsx,2026-05-31
Khreibet Baabda,Khreibet Baabda,,no,Towns.xlsx,2026-05-31
Beit Younes,Beit Younes,,no,Towns.xlsx,2026-05-31
Menqlet Mezher,Menqlet Mezher,,no,Towns.xlsx,2026-05-31
Mina N:1,Mina N:1,,no,Towns.xlsx,2026-05-31
Kfar Matta,Kfar Matta,,no,Towns.xlsx,2026-05-31
Qantarat Aakkar,Qantarat Aakkar,,no,Towns.xlsx,2026-05-31
Ansar,Ansar,,no,Towns.xlsx,2026-05-31
Birket Hjoula,Birket Hjoula,,no,Towns.xlsx,2026-05-31
Ras El Matn,Ras El Matn,,no,Towns.xlsx,2026-05-31
Ighmid,Ighmid,,no,Towns.xlsx,2026-05-31
Sakhra,Sakhra,,no,Towns.xlsx,2026-05-31
Sfinet Ed-Draib,Sfinet Ed-Draib,,no,Towns.xlsx,2026-05-31
Berbara Aakkar,Berbara Aakkar,,no,Towns.xlsx,2026-05-31
Boustane,Boustane,,no,Towns.xlsx,2026-05-31
Deddeh,Deddeh,,no,Towns.xlsx,2026-05-31
Kfar Chellane,Kfar Chellane,,no,Towns.xlsx,2026-05-31
Aain es-Sofsaf El-Matn,Aain es-Sofsaf El-Matn,,no,Towns.xlsx,2026-05-31
Mazraat El-Bayad En-Nabatieh,Mazraat El-Bayad En-Nabatieh,,no,Towns.xlsx,2026-05-31
Tourza,Tourza,,no,Towns.xlsx,2026-05-31
Saydoun,Saydoun,,no,Towns.xlsx,2026-05-31
Tshea,Tshea,,no,Towns.xlsx,2026-05-31
Aarab El-Lahib,Aarab El-Lahib,,no,Towns.xlsx,2026-05-31
Bezbina,Bezbina,,no,Towns.xlsx,2026-05-31
Cheikh Mohammad,Cheikh Mohammad,,no,Towns.xlsx,2026-05-31
Bzoummar,Bzoummar,,no,Towns.xlsx,2026-05-31
Noura Et-Tahta,Noura Et-Tahta,,no,Towns.xlsx,2026-05-31
Ouarhaniyeh,Ouarhaniyeh,,no,Towns.xlsx,2026-05-31
Rmaich,Rmaich,,no,Towns.xlsx,2026-05-31
Baaouerta,Baaouerta,,no,Towns.xlsx,2026-05-31
Mazraat Er-Rouhbane,Mazraat Er-Rouhbane,,no,Towns.xlsx,2026-05-31
Kfar Baal,Kfar Baal,,no,Towns.xlsx,2026-05-31
Taibet Baalbek,Taibet Baalbek,,no,Towns.xlsx,2026-05-31
Jouret Arsoun,Jouret Arsoun,,no,Towns.xlsx,2026-05-31
Taanayel,Taanayel,,no,Towns.xlsx,2026-05-31
Aaqaibeh Kesrouane,Aaqaibeh Kesrouane,,no,Towns.xlsx,2026-05-31
Aaouaainat Aakkar,Aaouaainat Aakkar,,no,Towns.xlsx,2026-05-31
Hadath Beyrouth,Hadath Beyrouth,,no,Towns.xlsx,2026-05-31
Fraydes Aakkar,Fraydes Aakkar,,no,Towns.xlsx,2026-05-31
Hebbariyeh,Hebbariyeh,,no,Towns.xlsx,2026-05-31
Blaouza,Blaouza,,no,Towns.xlsx,2026-05-31
Qsaibet En-Nabatiyeh,Qsaibet En-Nabatiyeh,,no,Towns.xlsx,2026-05-31
Mazraat Bani Saab,Mazraat Bani Saab,,no,Towns.xlsx,2026-05-31
Chiyah,Chiyah,,no,Towns.xlsx,2026-05-31
Aammatour,Aammatour,,no,Towns.xlsx,2026-05-31
Lassa,Lassa,,no,Towns.xlsx,2026-05-31
Dlebta,Dlebta,,no,Towns.xlsx,2026-05-31
Chebrqiyet Tabet,Chebrqiyet Tabet,,no,Towns.xlsx,2026-05-31
Tebna,Tebna,,no,Towns.xlsx,2026-05-31
Jbal El-Botm,Jbal El-Botm,,no,Towns.xlsx,2026-05-31
Aaziyeh,Aaziyeh,,no,Towns.xlsx,2026-05-31
Chamaa,Chamaa,,no,Towns.xlsx,2026-05-31
Bijdarfil,Bijdarfil,,no,Towns.xlsx,2026-05-31
Miriata,Miriata,,no,Towns.xlsx,2026-05-31
Qaabrine,Qaabrine,,no,Towns.xlsx,2026-05-31
Minet el-Hosn,Minet el-Hosn,,no,Towns.xlsx,2026-05-31
Ouadi El-Karm El-Matn,Ouadi El-Karm El-Matn,,no,Towns.xlsx,2026-05-31
Miziara,Miziara,,no,Towns.xlsx,2026-05-31
Baghdadi,Baghdadi,,no,Towns.xlsx,2026-05-31
Qraiyat,Qraiyat,,no,Towns.xlsx,2026-05-31
Sindianet Zeidane,Sindianet Zeidane,,no,Towns.xlsx,2026-05-31
Nabi Chit,Nabi Chit,,no,Towns.xlsx,2026-05-31
Aain Ej-Jaouz Baalbek,Aain Ej-Jaouz Baalbek,,no,Towns.xlsx,2026-05-31
Tcheflik Eddé Haouch,Tcheflik Eddé Haouch,,no,Towns.xlsx,2026-05-31
Sour,Sour,,no,Towns.xlsx,2026-05-31
Tartij,Tartij,,no,Towns.xlsx,2026-05-31
Boueyda Marjaayoun,Boueyda Marjaayoun,,no,Towns.xlsx,2026-05-31
Kfar Selouane,Kfar Selouane,,no,Towns.xlsx,2026-05-31
Hizzine,Hizzine,,no,Towns.xlsx,2026-05-31
Barja,Barja,,no,Towns.xlsx,2026-05-31
Deir  El-Moukhalles Ech-Chouf,Deir  El-Moukhalles Ech-Chouf,,no,Towns.xlsx,2026-05-31
Jeoddayel Jbayl,Jeoddayel Jbayl,,no,Towns.xlsx,2026-05-31
Zahlé Mar Antonios,Zahlé Mar Antonios,,no,Towns.xlsx,2026-05-31
Soultaniyet Bent Jbayl,Soultaniyet Bent Jbayl,,no,Towns.xlsx,2026-05-31
Khalouet Hasbaiya,Khalouet Hasbaiya,,no,Towns.xlsx,2026-05-31
Jarmaq,Jarmaq,,no,Towns.xlsx,2026-05-31
Bziza,Bziza,,no,Towns.xlsx,2026-05-31
Majdel El-Meouch,Majdel El-Meouch,,no,Towns.xlsx,2026-05-31
Ouadi Es-Sitt,Ouadi Es-Sitt,,no,Towns.xlsx,2026-05-31
Mtayleb,Mtayleb,,no,Towns.xlsx,2026-05-31
Merouahine,Merouahine,,no,Towns.xlsx,2026-05-31
Btaaboura,Btaaboura,,no,Towns.xlsx,2026-05-31
Kfar Hamal,Kfar Hamal,,no,Towns.xlsx,2026-05-31
Aali Et-Taher,Aali Et-Taher,,no,Towns.xlsx,2026-05-31
Meri,Meri,,no,Towns.xlsx,2026-05-31
Aain Jrain,Aain Jrain,,no,Towns.xlsx,2026-05-31
Mazraat Qalaat El-Meis,Mazraat Qalaat El-Meis,,no,Towns.xlsx,2026-05-31
Jbaa Ech-Chouf,Jbaa Ech-Chouf,,no,Towns.xlsx,2026-05-31
Rachaaine,Rachaaine,,no,Towns.xlsx,2026-05-31
Trablous Er-Remmaneh,Trablous Er-Remmaneh,,no,Towns.xlsx,2026-05-31
Deir Baqlouch,Deir Baqlouch,,no,Towns.xlsx,2026-05-31
Kaftoun,Kaftoun,,no,Towns.xlsx,2026-05-31
Mazraat Aassaf,Mazraat Aassaf,,no,Towns.xlsx,2026-05-31
Joubb Jannine,Joubb Jannine,,no,Towns.xlsx,2026-05-31
Toura,Toura,,no,Towns.xlsx,2026-05-31
Deir Koucheh,Deir Koucheh,,no,Towns.xlsx,2026-05-31
Beqaata Kanaan,Beqaata Kanaan,,no,Towns.xlsx,2026-05-31
Harissa Kesrouane,Harissa Kesrouane,,no,Towns.xlsx,2026-05-31
Sarafand,Sarafand,,no,Towns.xlsx,2026-05-31
Brital,Brital,,no,Towns.xlsx,2026-05-31
Sammaqiyeh,Sammaqiyeh,,no,Towns.xlsx,2026-05-31
Jaj,Jaj,,no,Towns.xlsx,2026-05-31
Jbayl,Jbayl,,no,Towns.xlsx,2026-05-31
Baassir,Baassir,,no,Towns.xlsx,2026-05-31
Batroun,Batroun,,no,Towns.xlsx,2026-05-31
Soultan Yaacoub Faouqa,Soultan Yaacoub Faouqa,,no,Towns.xlsx,2026-05-31
Dibbine,Dibbine,,no,Towns.xlsx,2026-05-31
Btaychiyeh,Btaychiyeh,,no,Towns.xlsx,2026-05-31
Aain Ksour,Aain Ksour,,no,Towns.xlsx,2026-05-31
Kneisset Sour,Kneisset Sour,,no,Towns.xlsx,2026-05-31
Youmine,Youmine,,no,Towns.xlsx,2026-05-31
Bkhichtay,Bkhichtay,,no,Towns.xlsx,2026-05-31
Nabi Safa,Nabi Safa,,no,Towns.xlsx,2026-05-31
Kharayeb El-Hermel,Kharayeb El-Hermel,,no,Towns.xlsx,2026-05-31
Beit Lahia,Beit Lahia,,no,Towns.xlsx,2026-05-31
Chammis Ech-Chouf,Chammis Ech-Chouf,,no,Towns.xlsx,2026-05-31
Bnaafoul,Bnaafoul,,no,Towns.xlsx,2026-05-31
Aazra ouel Aazr,Aazra ouel Aazr,,no,Towns.xlsx,2026-05-31
Zalqa,Zalqa,,no,Towns.xlsx,2026-05-31
Adma Oua Dafine,Adma Oua Dafine,,no,Towns.xlsx,2026-05-31
Barouk,Barouk,,no,Towns.xlsx,2026-05-31
Hasbaiya El-Matn,Hasbaiya El-Matn,,no,Towns.xlsx,2026-05-31
Zahleh Aradi,Zahleh Aradi,,no,Towns.xlsx,2026-05-31
Helta,Helta,,no,Towns.xlsx,2026-05-31
Aammiq BG,Aammiq BG,,no,Towns.xlsx,2026-05-31
Aazzi,Aazzi,,no,Towns.xlsx,2026-05-31
Qardaf,Qardaf,,no,Towns.xlsx,2026-05-31
Kfar Chellal,Kfar Chellal,,no,Towns.xlsx,2026-05-31
Aaraiya,Aaraiya,,no,Towns.xlsx,2026-05-31
Bikfaya,Bikfaya,,no,Towns.xlsx,2026-05-31
Broummana El-Matn,Broummana El-Matn,,no,Towns.xlsx,2026-05-31
Sebaal Zgharta,Sebaal Zgharta,,no,Towns.xlsx,2026-05-31
Habbouch En-Nabatiyeh,Habbouch En-Nabatiyeh,,no,Towns.xlsx,2026-05-31
Hmaiss Aakkar,Hmaiss Aakkar,,no,Towns.xlsx,2026-05-31
Aain Zhalta,Aain Zhalta,,no,Towns.xlsx,2026-05-31
Nabay,Nabay,,no,Towns.xlsx,2026-05-31
Bazouriyeh,Bazouriyeh,,no,Towns.xlsx,2026-05-31
Erkay,Erkay,,no,Towns.xlsx,2026-05-31
Bhamdoun El-Mhatta,Bhamdoun El-Mhatta,,no,Towns.xlsx,2026-05-31
Btalloun,Btalloun,,no,Towns.xlsx,2026-05-31
Ehden,Ehden,,no,Towns.xlsx,2026-05-31
Daraiya Zgharta,Daraiya Zgharta,,no,Towns.xlsx,2026-05-31
Aain Ed-Delbeh Kesrouane,Aain Ed-Delbeh Kesrouane,,no,Towns.xlsx,2026-05-31
berqayel,berqayel,,no,Towns.xlsx,2026-05-31
Balloune,Balloune,,no,Towns.xlsx,2026-05-31
Jaaita,Jaaita,,no,Towns.xlsx,2026-05-31
Sammouniyeh,Sammouniyeh,,no,Towns.xlsx,2026-05-31
Kfar Hamam,Kfar Hamam,,no,Towns.xlsx,2026-05-31
Qtaleh Baabda,Qtaleh Baabda,,no,Towns.xlsx,2026-05-31
Darb Es-Sim,Darb Es-Sim,,no,Towns.xlsx,2026-05-31
Zahleh Haouch Ez-Zaraane,Zahleh Haouch Ez-Zaraane,,no,Towns.xlsx,2026-05-31
Talloussa,Talloussa,,no,Towns.xlsx,2026-05-31
Jenta,Jenta,,no,Towns.xlsx,2026-05-31
Qsarnaba,Qsarnaba,,no,Towns.xlsx,2026-05-31
Zouk El-Kharab,Zouk El-Kharab,,no,Towns.xlsx,2026-05-31
Beino,Beino,,no,Towns.xlsx,2026-05-31
Racha,Racha,,no,Towns.xlsx,2026-05-31
Mazraat El-Houssainiyeh,Mazraat El-Houssainiyeh,,no,Towns.xlsx,2026-05-31
Borj En-Naqoura,Borj En-Naqoura,,no,Towns.xlsx,2026-05-31
Bourj El-Brajneh,Bourj El-Brajneh,,no,Towns.xlsx,2026-05-31
Bajjaje,Bajjaje,,no,Towns.xlsx,2026-05-31
Kfar Noun,Kfar Noun,,no,Towns.xlsx,2026-05-31
Fghal,Fghal,,no,Towns.xlsx,2026-05-31
Medawar,Medawar,,no,Towns.xlsx,2026-05-31
Khinchara,Khinchara,,no,Towns.xlsx,2026-05-31
Deir Baba,Deir Baba,,no,Towns.xlsx,2026-05-31
Kfar Hazir,Kfar Hazir,,no,Towns.xlsx,2026-05-31
Machmoucheh,Machmoucheh,,no,Towns.xlsx,2026-05-31
Aain Tinta,Aain Tinta,,no,Towns.xlsx,2026-05-31
Jiyeh,Jiyeh,,no,Towns.xlsx,2026-05-31
Kfar Him,Kfar Him,,no,Towns.xlsx,2026-05-31
Chahtoul,Chahtoul,,no,Towns.xlsx,2026-05-31
Naqqach,Naqqach,,no,Towns.xlsx,2026-05-31
Hassaniyeh,Hassaniyeh,,no,Towns.xlsx,2026-05-31
Aaley Bsatine,Aaley Bsatine,,no,Towns.xlsx,2026-05-31
Karm Saddeh,Karm Saddeh,,no,Towns.xlsx,2026-05-31
Najjariyeh,Najjariyeh,,no,Towns.xlsx,2026-05-31
Hbous,Hbous,,no,Towns.xlsx,2026-05-31
Beit El-Kekko,Beit El-Kekko,,no,Towns.xlsx,2026-05-31
Aain Kfar Zabad,Aain Kfar Zabad,,no,Towns.xlsx,2026-05-31
Himlaya,Himlaya,,no,Towns.xlsx,2026-05-31
Daael,Daael,,no,Towns.xlsx,2026-05-31
Rachaiya El-Foukhar,Rachaiya El-Foukhar,,no,Towns.xlsx,2026-05-31
Chouaya Hasbaiya,Chouaya Hasbaiya,,no,Towns.xlsx,2026-05-31
Rmah,Rmah,,no,Towns.xlsx,2026-05-31
Choueifat El-Oumara,Choueifat El-Oumara,,no,Towns.xlsx,2026-05-31
Moughayret Ech-Chouf,Moughayret Ech-Chouf,,no,Towns.xlsx,2026-05-31
Rachkida,Rachkida,,no,Towns.xlsx,2026-05-31
Rafid Rachaiya,Rafid Rachaiya,,no,Towns.xlsx,2026-05-31
Yaroun,Yaroun,,no,Towns.xlsx,2026-05-31
Ghassaniyeh,Ghassaniyeh,,no,Towns.xlsx,2026-05-31
Raouda (Istabel),Raouda (Istabel),,no,Towns.xlsx,2026-05-31
Chaqdouf,Chaqdouf,,no,Towns.xlsx,2026-05-31
Ilat,Ilat,,no,Towns.xlsx,2026-05-31
Zouq El-Hbalsa,Zouq El-Hbalsa,,no,Towns.xlsx,2026-05-31
Jarjour,Jarjour,,no,Towns.xlsx,2026-05-31
Bkassine,Bkassine,,no,Towns.xlsx,2026-05-31
Habchit,Habchit,,no,Towns.xlsx,2026-05-31
Borj El-Moulouk,Borj El-Moulouk,,no,Towns.xlsx,2026-05-31
tarane,tarane,,no,Towns.xlsx,2026-05-31
Aain Baal,Aain Baal,,no,Towns.xlsx,2026-05-31
Mazraa,Mazraa,,no,Towns.xlsx,2026-05-31
Maamriyeh,Maamriyeh,,no,Towns.xlsx,2026-05-31
Ghazayleh,Ghazayleh,,no,Towns.xlsx,2026-05-31
Aayoun Aakkar,Aayoun Aakkar,,no,Towns.xlsx,2026-05-31
Jebrayel,Jebrayel,,no,Towns.xlsx,2026-05-31
Ghazzeh,Ghazzeh,,no,Towns.xlsx,2026-05-31
Deir Qanoun En-Nahr,Deir Qanoun En-Nahr,,no,Towns.xlsx,2026-05-31
Aazqai,Aazqai,,no,Towns.xlsx,2026-05-31
Kafr,Kafr,,no,Towns.xlsx,2026-05-31
Bafliyeh,Bafliyeh,,no,Towns.xlsx,2026-05-31
Bmaryam,Bmaryam,,no,Towns.xlsx,2026-05-31
Bhamdoun Ed-Dayaa,Bhamdoun Ed-Dayaa,,no,Towns.xlsx,2026-05-31
Mar Mama,Mar Mama,,no,Towns.xlsx,2026-05-31
Kroum El-Aarab,Kroum El-Aarab,,no,Towns.xlsx,2026-05-31
Karm El-Mohr,Karm El-Mohr,,no,Towns.xlsx,2026-05-31
Ouadi El-Aaoss,Ouadi El-Aaoss,,no,Towns.xlsx,2026-05-31
Jouret E-Tourmos,Jouret E-Tourmos,,no,Towns.xlsx,2026-05-31
Chaqra,Chaqra,,no,Towns.xlsx,2026-05-31
Lebaa,Lebaa,,no,Towns.xlsx,2026-05-31
Ras Kifa,Ras Kifa,,no,Towns.xlsx,2026-05-31
Ouadi Qannoubine,Ouadi Qannoubine,,no,Towns.xlsx,2026-05-31
Temnine Et-Tahta,Temnine Et-Tahta,,no,Towns.xlsx,2026-05-31
Beqaata Aachqout,Beqaata Aachqout,,no,Towns.xlsx,2026-05-31
Choueir,Choueir,,no,Towns.xlsx,2026-05-31
Boulhos,Boulhos,,no,Towns.xlsx,2026-05-31
Izal,Izal,,no,Towns.xlsx,2026-05-31
Khreibet Baalbek,Khreibet Baalbek,,no,Towns.xlsx,2026-05-31
Kfar Khollos,Kfar Khollos,,no,Towns.xlsx,2026-05-31
Aain Aarab Rachaiya,Aain Aarab Rachaiya,,no,Towns.xlsx,2026-05-31
Rimhala,Rimhala,,no,Towns.xlsx,2026-05-31
Daraiya Kesrouane,Daraiya Kesrouane,,no,Towns.xlsx,2026-05-31
Rouayssat En-Naamane,Rouayssat En-Naamane,,no,Towns.xlsx,2026-05-31
Nabatieh Et-Tahta,Nabatieh Et-Tahta,,no,Towns.xlsx,2026-05-31
Iaal,Iaal,,no,Towns.xlsx,2026-05-31
Taraiya,Taraiya,,no,Towns.xlsx,2026-05-31
Qaaqour,Qaaqour,,no,Towns.xlsx,2026-05-31
Behouara,Behouara,,no,Towns.xlsx,2026-05-31
Dfoun,Dfoun,,no,Towns.xlsx,2026-05-31
Hsarat,Hsarat,,no,Towns.xlsx,2026-05-31
Abou Qamha,Abou Qamha,,no,Towns.xlsx,2026-05-31
Botmeh,Botmeh,,no,Towns.xlsx,2026-05-31
Mazraat Ech-Chouf,Mazraat Ech-Chouf,,no,Towns.xlsx,2026-05-31
